Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Chakra Stone (product.metafields.custom.chakra_stone),Discount Code (product.metafields.custom.discount_code),Discount Percent (product.metafields.custom.discount_percent),Frequently Bought Together (product.metafields.custom.fbt_products),Featured Reviews (product.metafields.custom.featured_reviews),Feedback Count (product.metafields.custom.feedback_count),Rating (product.metafields.custom.rating),Short Introduction (product.metafields.custom.short_introduction),Tarot sign (product.metafields.custom.tarot_sign),Zodiac sign (product.metafields.custom.zzodiac_sign),Age group (product.metafields.shopify.age-group),Authenticity (product.metafields.shopify.authenticity),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Crystal system (product.metafields.shopify.crystal-system),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Mineral class (product.metafields.shopify.mineral-class),Necklace design (product.metafields.shopify.necklace-design),Rarity (product.metafields.shopify.rarity),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
zodiac-alignment-bracelet-natural-stone-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5748.jpg?v=1765451007,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5746.jpg?v=1765451007,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Gemini_Generated_Image_usdylqusdylqusdy.png?v=1765451007,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,FREE TODAY - Grounding Healing Bracelet Agarwood,"<ul data-source-line=""19-24"">
<li data-source-line=""19-19"">Crafted with authentic traditional Eastern herbal medicine powder beads</li>
<li data-source-line=""20-20"">Designed to balance energy, promote relaxation, and support restful sleep</li>
<li data-source-line=""21-21"">Features natural aromatherapy fragrance for continuous calming benefits</li>
<li data-source-line=""22-22"">Perfect for daily wear, meditation practice, or stress relief throughout the day</li>
<li data-source-line=""23-24"">Makes a thoughtful wellness gift for health-conscious friends, family, or partners</li>
</ul>
<hr data-source-line=""25-25"">
<p data-source-line=""27-27""><strong>Traditional Herbal Medicine</strong></p>
<p data-source-line=""29-29""><strong>Balance - Healing - Harmony - Vitality - Purification</strong></p>
<p data-source-line=""31-31""><img src=""https://cdn.shopify.com/s/files/1/0977/7027/5097/files/1_Add_the_Taichi_Gemstone_logo_provided_by_the_us-1765351356233.webp?v=1765351406"" alt=""""></p>
<p data-source-line=""31-31"">Traditional Eastern herbal medicine represents thousands of years of accumulated wisdom in natural healing and holistic wellness. The herbs used in these beads are carefully selected from time-honored formulas known for their ability to harmonize the body's energy systems and promote overall wellbeing. In Eastern philosophy, health is achieved when vital energy flows freely through the body without obstruction. These herbal materials carry warming properties that support healthy circulation, ease tension, and help the wearer feel relaxed, grounded, and centered. The natural compounds gently interact with the body's energy field throughout the day, creating a subtle but continuous healing influence. Unlike synthetic materials, these organic herbs maintain their beneficial properties while respecting the body's natural rhythms. Wearing herbal medicine beads is not merely a fashion choice but a conscious decision to embrace ancestral wisdom and prioritize natural, holistic approaches to daily wellness and energetic balance.</p>
<hr data-source-line=""33-33"">
<p data-source-line=""35-35""><strong>Natural Aromatherapy</strong></p>
<p data-source-line=""37-37""><strong>Calm - Relaxation - Serenity - Comfort - Peace</strong></p>
<p data-source-line=""39-39"">The gentle fragrance released by the herbal beads provides continuous natural aromatherapy throughout your day. This subtle scent carries notes reminiscent of precious woods, warming spices, and traditional healing herbs such as clove, agarwood, and cinnamon. In aromatherapy traditions, these natural fragrances are known to calm the nervous system, reduce anxiety, and create feelings of warmth and emotional security. Unlike artificial perfumes, these organic scents work in harmony with the body's natural chemistry, never overwhelming the senses but providing a constant undercurrent of peaceful energy. The aromatherapy benefits are particularly valuable during stressful situations, helping the wearer maintain composure and mental clarity. Many people find that the gentle fragrance enhances meditation practice, improves sleep quality, and creates a personal sanctuary of calm that travels with them wherever they go. This natural scent also serves as a mindful reminder to pause, breathe deeply, and reconnect with inner peace throughout busy days.</p>
<hr data-source-line=""41-41"">
<p data-source-line=""43-43""><strong>Grounding Energy</strong></p>
<p data-source-line=""45-45""><strong>Stability - Foundation - Security - Connection - Presence</strong></p>
<p data-source-line=""47-47"">Grounding is one of the most essential practices in energy work and holistic wellness. When we are grounded, we feel stable, secure, and fully present in our bodies and in the current moment. The herbal medicine bracelet serves as a powerful grounding tool, helping the wearer maintain connection to earth energy even during chaotic or stressful circumstances. The natural materials carry the stabilizing frequency of plants that have grown from the earth, absorbing sunlight and drawing nutrients from the soil. This organic energy transfers to the wearer, creating a sense of rootedness and emotional stability. Grounding is particularly beneficial for those who feel scattered, anxious, or disconnected from their physical experience. In feng shui and Eastern traditions, proper grounding attracts prosperity by creating a stable foundation upon which success can be built. Wearing this bracelet reminds the wearer to stay anchored in the present moment, make decisions from a place of calm centeredness, and maintain resilience through life's inevitable challenges.</p>",My Store,Apparel & Accessories > Jewelry > Bracelets,Bracelets,free,true,Materials,Traditional Herbal Medicine Powder (Wrist circumference 15–19 cm),,,,,,,,,300.0,shopify,10000,deny,manual,0.00,96.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Rotate_the_Grounding_Healing_Bracelet_Agarwood_in_-1765359155182.webp?v=1765360731,1,"",false,,,,,,chakra-balance-bracelet-mixed-stones; 7-chakra-healing-bracelet-natural-stones,,,,"This Herbal Medicine Grounding Healing Balance Aromatherapy Beaded Bracelet is crafted from premium traditional Eastern herbal medicine powder, featuring 19 handcrafted beads that carry the ancient wisdom of holistic healing and natural wellness. The herbal materials are believed to balance energy flow, regulate circulation, and promote deep relaxation and restful sleep. The gentle natural fragrance releases calming aromatherapy throughout the day, helping reduce stress, stabilize emotions, and create a sense of warmth and tranquility. The elastic cord design fits most wrist sizes, making it perfect for wellness seekers, meditation practitioners, or anyone embracing a healthy, nature-connected lifestyle. Wear this meaningful bracelet to ground your energy, restore inner balance, and carry the healing wisdom of Eastern traditions with you every day.",,,adults,,beaded,multicolor,,,titanium-chain-gold-plated; elastic-string; wood; resin; metal,imitation-jewelry,,,,unisex,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/27.webp?v=1765360731,g,,,active
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/23.webp?v=1765360731,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/28.webp?v=1765360731,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/25.webp?v=1765360731,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/26.webp?v=1765360731,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/24.webp?v=1765360731,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/29.webp?v=1765360731,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/27.webp?v=1765360731,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounding-healing-bracelet-agarwood-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Thi_tk_ch_acoten.webp?v=1765360731,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,FREE TODAY - Mixed Stone Zodiac Symbol Personal Energy Beaded Bracelet,"<h2 data-end=""221"" data-start=""196""><strong data-end=""221"" data-start=""199"">Welcome, Capricorn</strong></h2>
<p data-end=""584"" data-start=""223"">2026 is the Year of the Fire Horse. A cosmic event that happens only once every 60 years. This isn’t just any year. This is <strong data-end=""355"" data-start=""347"">YOUR</strong> breakthrough year.<br data-end=""377"" data-start=""374"">But here’s the thing: Fire Horse energy is extremely powerful. Without proper alignment, you may feel burned out instead of energized. That’s why we created something special for January-born souls like you.</p>
<p data-end=""811"" data-start=""586"">To celebrate both <strong data-end=""612"" data-start=""604"">YOUR</strong> birthday month and this extraordinary year, your <strong data-end=""691"" data-start=""662"">Zodiac Alignment Bracelet</strong> is completely <strong data-end=""714"" data-start=""706"">FREE</strong>. Consider it a gift from the universe, delivered by us. You only need to cover <strong data-end=""810"" data-start=""794"">$18 shipping</strong>.</p>
<p data-end=""963"" data-start=""813"">Your zodiac symbol. Your energy signature. This isn’t just jewelry. This is your cosmic ID card for 2026. Your energy system is ready to be activated.</p>
<p style=""text-align: center;"" data-end=""1017"" data-start=""965""><strong data-end=""1017"" data-start=""965"">FREE TODAY — VALUE $62 — JUST COVER $18 SHIPPING</strong></p>
<p style=""text-align: center;"" data-end=""1017"" data-start=""965""><strong data-end=""1017"" data-start=""965""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0977/7027/5097/files/A_coastal_scene_featuring_a_bracelet_elegantly_pla-1765750814520.webp?v=1765750881""></strong></p>
<hr data-end=""1022"" data-start=""1019"">
<h2 data-end=""1067"" data-start=""1024""><strong data-end=""1067"" data-start=""1027"">CAPRICORN ZODIAC BRACELET HIGHLIGHTS</strong></h2>
<ul>
<li data-end=""1583"" data-start=""1069"">Crafted with 22 carefully selected natural stone beads, symbolizing Capricorn’s Earth element energy<span>. No two are exactly alike</span>
</li>
<li data-end=""1583"" data-start=""1069"">Designed to promote stability, mental clarity, and protection against burnout.</li>
<li data-end=""1583"" data-start=""1069"">Features a metal Capricorn Sea-Goat zodiac symbol, representing ambition, discipline, and achievement.</li>
<li data-end=""1583"" data-start=""1069"">Perfect for daily wear, high-pressure work environments, or intention-setting rituals.</li>
<li data-end=""1583"" data-start=""1069"">A deeply personal and meaningful gift for high-achieving January-born individuals who deserve recognition for their relentless efforts.</li>
</ul>
<hr data-end=""1588"" data-start=""1585"">
<h2 data-end=""1613"" data-start=""1590""><strong data-end=""1613"" data-start=""1593"">Capricorn Energy</strong></h2>
<p data-end=""1680"" data-start=""1615""><strong data-end=""1680"" data-start=""1615"">Discipline – Ambition – Persistence – Structure – Achievement</strong></p>
<p data-end=""2158"" data-start=""1682"">The Fire Horse Year 2026 brings fast-moving, intense energy that challenges Capricorn’s methodical nature. This bracelet serves as a grounding anchor, helping you harness the momentum of the Fire Horse without losing the solid foundation that makes you unstoppable. Wearing the Capricorn symbol is more than identification — it is a daily affirmation that the Sea-Goat always rises from the depths to conquer the summit, because climbing mountains is what you were born to do.</p>
<hr data-end=""2163"" data-start=""2160"">
<h2 data-end=""2205"" data-start=""2165""><strong data-end=""2205"" data-start=""2168"">Natural Stones for Energy Balance</strong></h2>
<p data-end=""2265"" data-start=""2207""><strong data-end=""2265"" data-start=""2207"">Stability – Protection – Balance – Clarity – Endurance</strong></p>
<p data-end=""3073"" data-start=""2267"">Each stone in this bracelet is carefully chosen to complement and enhance the unique energy of the zodiac. Formed deep within the Earth over millions of years, these organic crystals absorb both cosmic and terrestrial energy, resonating with the human energy field. When worn on the wrist, natural stones interact with the wearer’s personal frequency, helping to balance emotions, clarify thoughts, and amplify positive intentions. The combination of different stones creates a harmonious energy blend that supports overall well-being while honoring the distinct qualities of each zodiac sign. In modern spiritual practice, wearing stones aligned with your astrological profile is believed to strengthen your connection to universal rhythms and support you in living your most authentic and empowered life.</p>
<hr data-end=""3078"" data-start=""3075"">
<h2 data-end=""3101"" data-start=""3080""><strong data-end=""3101"" data-start=""3083"">Specifications</strong></h2>
<ul>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3120"" data-start=""3103"">Product Type:</strong> Bracelet</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3147"" data-start=""3132"">Bead Count:</strong> 22</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3167"" data-start=""3153"">Bead Size:</strong> 8 mm</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3199"" data-start=""3175"">Wrist Circumference:</strong> 15 – 17 cm (5.9 – 6.7 inches)</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3242"" data-start=""3232"">Charm:</strong> Metal zodiac symbol</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3274"" data-start=""3265"">Cord:</strong> Elastic stretch cord</li>
<li data-end=""3316"" data-start=""3103"">
<strong data-end=""3309"" data-start=""3298"">Gender:</strong> Unisex</li>
</ul>
<h2 class=""font-display text-3xl md:text-4xl lg:text-5xl font-medium mb-4"" style=""text-align: center;"">Not Just Jewelry.<span> </span><span class=""text-gradient-gold"">A System Built for Capricorn</span>
</h2>
<p class=""text-muted-foreground text-lg max-w-2xl mx-auto"">We studied what Capricorn needs to thrive — not just survive — in the Fire Horse Year. The result is a three-part power system designed specifically for the sign that builds empires.</p>
<p class=""text-muted-foreground text-lg max-w-2xl mx-auto""><img src=""https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Thi_t_k_ch_a_co_ten_2.webp?v=1765754537"" alt=""""></p>
<h3 data-source-line=""28-28"" tabindex=""-1""></h3>
<h3 data-source-line=""28-28"" id=""fire-horse-fortune-bracelet-%E2%80%94-red-agate-1"" tabindex=""-1"">Fire Horse Fortune Bracelet — Red Agate</h3>
<p data-source-line=""29-30""><strong>Why Capricorn Needs This in 2026:</strong><br>Capricorn energy is<span> </span><strong>Earth</strong>: steady, disciplined, and built for long-term results. Fire Horse energy is<span> </span><strong>Fire</strong>: bold, fast, and fearless. When Fire is balanced, it doesn’t overwhelm Earth—it<span> </span><strong>warms it</strong>, energizes it, and helps it grow.</p>
<p data-source-line=""32-32"">This bracelet is your<span> </span><strong>bridge</strong><span> </span>between the two: it transforms Fire Horse intensity into<span> </span><strong>usable motivation</strong>—so you feel energized, focused, and still completely grounded.</p>
<hr data-source-line=""34-34"">
<h3 data-source-line=""36-36"" id=""chakra-balance-bracelet-%E2%80%94-mixed-stones-1"" tabindex=""-1"">Chakra Balance Bracelet — Mixed Stones</h3>
<p data-source-line=""37-38""><strong>Why Capricorn Needs This in 2026:</strong><br>You’re naturally strong in<span> </span><strong>Root (stability)</strong><span> </span>and<span> </span><strong>Solar Plexus (willpower)</strong>—you can carry a lot, lead a lot, and accomplish a lot. The cost is that<span> </span><strong>Heart (self-compassion)</strong><span> </span>and<span> </span><strong>Crown (meaning beyond achievement)</strong><span> </span>often get pushed aside. That’s when success can start to feel… hollow.</p>
<p data-source-line=""40-40"">This bracelet supports alignment across<span> </span><strong>all 7 chakras</strong>, especially the areas you tend to neglect. It’s your<span> </span><strong>maintenance system</strong><span> </span>for the year ahead: grounded identity, steady power, and the resilience to keep going—without losing yourself in the process.<br></p>",My Store,Apparel & Accessories > Jewelry > Bracelets,Bracelets,free,true,Materials,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,Zodiac sign,capricorn,product.metafields.custom.zzodiac_sign,,,,,300.0,shopify,10000,deny,manual,0.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/image_df1f8443-6c8f-4ca4-8aa2-a33bdb8ac76f.webp?v=1765736301,1,"",false,,,,,,fire-horse-fortune-bracelet-red-agate; chakra-balance-bracelet-mixed-stones,,,,Align with your cosmic blueprint and unlock your destined path. Each element is carefully selected to create synergistic energy that supports your highest potential. Wear it as a daily reminder that you are the architect of your own destiny.,,capricorn; aries; taurus; gemini; virgo; leo; cancer; libra; scorpio; sagittarius; aquarius; pisces,adults; teens,,beaded; charm,beige; purple; gray; blue; silver; striped; black; green; multicolor; brown,,,elastic-string; silver; silver-plated; metal,imitation-jewelry,,chain; beaded,,unisex,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/image_df1f8443-6c8f-4ca4-8aa2-a33bdb8ac76f.webp?v=1765736301,g,,,active
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,aries,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Center_the_bracelet_perfectly_on_a_pure_white_seam-1765732267836.webp?v=1765736301,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5768.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,taurus,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Center_the_Zodiac_Alignment_Bracelet_Natural_Ston-1765666750139.webp?v=1765736301,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5760.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,gemini,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/1_Place_the_provided_Capricorn_zodiac_bracelet_on-1765661163393.webp?v=1765736301,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5759.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,virgo,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5767.jpg?v=1765736301,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5766.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,leo,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/Center_the_Zodiac_Alignment_Bracelet_on_a_pure_whi-1765360109294.webp?v=1765736301,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5763.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,cancer,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/34.webp?v=1765736301,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5754.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,libra,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/30.webp?v=1765736301,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5757.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,scorpio,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/37.webp?v=1765736301,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5762.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,sagittarius,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/38.webp?v=1765736301,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5764.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,aquarius,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/33.webp?v=1765736301,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5765.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,Natural Stone (Wrist Circumference: 15 – 17 cm (5.9 – 6.7 inches)),,,pisces,,,,,,300.0,shopify,10000,deny,manual,39.00,66.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0977/7027/5097/files/35_1.webp?v=1765736301,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5761.jpg?v=1765736301,g,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/32.webp?v=1765736301,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5753.jpg?v=1765736301,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/36.webp?v=1765736301,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5768.jpg?v=1765736301,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5760.jpg?v=1765736301,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5759.jpg?v=1765736301,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5766.jpg?v=1765736301,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5763.jpg?v=1765736301,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5754.jpg?v=1765736301,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5757.jpg?v=1765736301,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5762.jpg?v=1765736301,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5764.jpg?v=1765736301,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5765.jpg?v=1765736301,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodiac-alignment-bracelet-natural-stone-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0977/7027/5097/files/IMG_5761.jpg?v=1765736301,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
